date,close
2012-01-11,1641.3
2012-01-12,1649.69
2012-01-13,1638.49
2012-01-16,1642.9
2012-01-17,1651.29
2012-01-18,1660.75
2012-01-19,1657.2
2012-01-20,1666.4
2012-01-23,1676.5
2012-01-24,1664.7
2012-01-25,1711.4
2012-01-26,1720.64
2012-01-27,1738.39
2012-01-30,1729.55
2012-01-31,1739.03
2012-02-01,1742.74
2012-02-02,1759.39
2012-02-03,1724.44
2012-02-06,1719.8
2012-02-07,1746
2012-02-08,1732.99
2012-02-09,1729.1
2012-02-10,1719.39
2012-02-13,1721.89
2012-02-14,1719.6
2012-02-15,1728.59
2012-02-16,1728.3
2012-02-17,1721.89
2012-02-20,1733.5
2012-02-21,1758.75
2012-02-22,1777.15
2012-02-23,1779.6
2012-02-24,1772.89
2012-02-27,1765.82
2012-02-28,1785.29
2012-02-29,1694.7
2012-03-01,1715.94
2012-03-02,1711.89
2012-03-05,1706.3
2012-03-06,1673.6
2012-03-07,1684.34
2012-03-08,1700.25
2012-03-09,1712.59
2012-03-12,1700.03
2012-03-13,1674.89
2012-03-14,1642.1
2012-03-15,1657.73
2012-03-16,1660.04
2012-03-19,1662.55
2012-03-20,1648.35
2012-03-21,1649.89
2012-03-22,1642.85
2012-03-23,1661.73
2012-03-26,1689.37
2012-03-27,1679.44
2012-03-28,1661.57
2012-03-29,1660.88
2012-03-30,1668.29
2012-04-02,1677.25
2012-04-03,1644.83
2012-04-04,1619.73
2012-04-05,1630.64
2012-04-06,1637.99
2012-04-09,1640.78
2012-04-10,1659.85
2012-04-11,1657.45
2012-04-12,1674.98
2012-04-13,1658.39
2012-04-16,1651.6
2012-04-17,1649.29
2012-04-18,1640.07
2012-04-19,1641.6
2012-04-20,1642.09
2012-04-23,1636.7
2012-04-24,1640.39
2012-04-25,1644.13
2012-04-26,1654.9
2012-04-27,1661.44
2012-04-30,1663.88
2012-05-01,1660.1
2012-05-02,1652.89
2012-05-03,1635.29
2012-05-04,1642.42
2012-05-07,1637.15
2012-05-08,1604.39
2012-05-09,1588.86
2012-05-10,1593.26
2012-05-11,1579.44
2012-05-14,1556.35
2012-05-15,1543.95
2012-05-16,1538.05
2012-05-17,1572
2012-05-18,1591.8
2012-05-21,1590.65
2012-05-22,1566.95
2012-05-23,1560
2012-05-24,1557
2012-05-25,1572.84
2012-05-28,1572.83
2012-05-29,1555.25
2012-05-30,1561.84
2012-05-31,1558.7
2012-06-01,1625.64
2012-06-04,1616.4
2012-06-05,1616.49
2012-06-06,1619.79
2012-06-07,1588.39
2012-06-08,1593.84
2012-06-11,1596.05
2012-06-12,1609.44
2012-06-13,1617.74
2012-06-14,1622.92
2012-06-15,1626.26
2012-06-18,1627.79
2012-06-19,1617.46
2012-06-20,1605.29
2012-06-21,1564.69
2012-06-22,1571.54
2012-06-25,1583.99
2012-06-26,1571.54
2012-06-27,1573.69
2012-06-28,1551.29
2012-06-29,1598.2
2012-07-02,1595.74
2012-07-03,1614.65
2012-07-04,1615.13
2012-07-05,1602.75
2012-07-06,1582.29
2012-07-09,1586.65
2012-07-10,1564.5
2012-07-11,1576.29
2012-07-12,1571.79
2012-07-13,1588.44
2012-07-16,1588.85
2012-07-17,1581.25
2012-07-18,1572.3
2012-07-19,1580.55
2012-07-20,1582.73
2012-07-23,1575.4
2012-07-24,1579.94
2012-07-25,1603.88
2012-07-26,1615.59
2012-07-27,1622.78
2012-07-30,1620.49
2012-07-31,1613.29
2012-08-01,1598.59
2012-08-02,1589.74
2012-08-03,1603.8
2012-08-06,1610.39
2012-08-07,1610.68
2012-08-08,1611.29
2012-08-09,1617.09
2012-08-10,1619.55
2012-08-13,1609.54
2012-08-14,1598.04
2012-08-15,1602.88
2012-08-16,1614.3
2012-08-17,1615.3
2012-08-20,1620.09
2012-08-21,1637.89
2012-08-22,1653.39
2012-08-23,1670.04
2012-08-24,1669.85
2012-08-27,1663.6
2012-08-28,1666.53
2012-08-29,1655.94
2012-08-30,1655.54
2012-08-31,1690.54
2012-09-03,1691.79
2012-09-04,1694.4
2012-09-05,1693.04
2012-09-06,1701.04
2012-09-07,1736
2012-09-10,1725.19
2012-09-11,1731.64
2012-09-12,1731
2012-09-13,1766.29
2012-09-14,1771.98
2012-09-17,1760.95
2012-09-18,1770.34
2012-09-19,1769.19
2012-09-20,1766.09
2012-09-21,1772.44
2012-09-24,1763.65
2012-09-25,1760.04
2012-09-26,1751.59
2012-09-27,1777.29
2012-09-28,1770.69
2012-10-01,1773.79
2012-10-02,1777.39
2012-10-03,1778.54
2012-10-04,1788.55
2012-10-05,1780.48
2012-10-08,1774.29
2012-10-09,1763.54
2012-10-10,1761.94
2012-10-11,1768.19
2012-10-12,1753.75
2012-10-15,1735.49
2012-10-16,1747.19
2012-10-17,1749.69
2012-10-18,1741.09
2012-10-19,1720.4
2012-10-22,1728.84
2012-10-23,1708.09
2012-10-24,1701.93
2012-10-25,1711.19
2012-10-26,1710.74
2012-10-29,1709.24
2012-10-30,1708.88
2012-10-31,1720.05
2012-11-01,1714.09
2012-11-02,1677.35
2012-11-05,1683.99
2012-11-06,1715.34
2012-11-07,1716.31
2012-11-08,1729.99
2012-11-09,1730.86
2012-11-12,1727.74
2012-11-13,1724.89
2012-11-14,1726.05
2012-11-15,1715.19
2012-11-16,1713.09
2012-11-19,1731.5
2012-11-20,1728.04
2012-11-21,1728.53
2012-11-22,1729.05
2012-11-23,1752.5
2012-11-26,1748.49
2012-11-27,1741.65
2012-11-28,1719.31
2012-11-29,1724.79
2012-11-30,1714.4
2012-12-03,1714.85
2012-12-04,1696.74
2012-12-05,1693.41
2012-12-06,1698.62
2012-12-07,1703.04
2012-12-10,1709.85
2012-12-11,1709.7
2012-12-12,1711.55
2012-12-13,1696.69
2012-12-14,1695.03
2012-12-17,1697.42
2012-12-18,1669.54
2012-12-19,1666.56
2012-12-20,1647.14
2012-12-21,1656.61
2012-12-24,1656.99
2012-12-25,1658.29
2012-12-26,1659.76
2012-12-27,1663.29
2012-12-28,1654.9
2012-12-31,1674.34
2013-01-01,1674.54
2013-01-02,1686.35
2013-01-03,1662.95
2013-01-04,1656.24
2013-01-07,1646.64
2013-01-08,1658.6
2013-01-09,1657.29
2013-01-10,1674.64
2013-01-11,1662.44
2013-01-14,1666.8
2013-01-15,1678.5
2013-01-16,1678.89
2013-01-17,1687.26
2013-01-18,1683.34
2013-01-21,1689.55
2013-01-22,1691.6
2013-01-23,1685.14
2013-01-24,1667.36
2013-01-25,1658.31
2013-01-28,1654.34
2013-01-29,1663.45
2013-01-30,1676.7
2013-01-31,1662.99
2013-02-01,1666.54
2013-02-04,1674
2013-02-05,1672.6
2013-02-06,1677.11
2013-02-07,1670.69
2013-02-08,1666.89
2013-02-11,1649.36
2013-02-12,1650.4
2013-02-13,1642.36
2013-02-14,1634.46
2013-02-15,1609.06
2013-02-18,1609.55
2013-02-19,1604.21
2013-02-20,1562.29
2013-02-21,1575.66
2013-02-22,1580.3
2013-02-25,1593.86
2013-02-26,1613.11
2013-02-27,1597.21
2013-02-28,1579.76
2013-03-01,1574.86
2013-03-04,1573.34
2013-03-05,1575.06
2013-03-06,1583.31
2013-03-07,1578.4
2013-03-08,1577.74
2013-03-11,1580.39
2013-03-12,1592.09
2013-03-13,1587.29
2013-03-14,1589.8
2013-03-15,1591.84
2013-03-18,1604.8
2013-03-19,1612.79
2013-03-20,1605.89
2013-03-21,1614.09
2013-03-22,1607.95
2013-03-25,1604.9
2013-03-26,1598.59
2013-03-27,1605.0209411131
2013-03-28,1597.0191670315
2013-03-29,1596.8956833582
2013-03-30,1597.4440894569
2013-03-31,1597.4440894569
2013-04-01,1599.4663108739
2013-04-02,1576.6041199273
2013-04-03,1557.538254457
2013-04-04,1552.7666863358
2013-04-05,1582.0189021999
2013-04-06,1582.2784810127
2013-04-07,1582.2784810127
2013-04-08,1572.5812804397
2013-04-09,1584.7573682167
2013-04-10,1557.8015624179
2013-04-11,1561.9128924547
2013-04-12,1478.976494443
2013-04-13,1479.2899408284
2013-04-14,1479.2899408284
2013-04-15,1351.8172461002
2013-04-16,1369.1713112969
2013-04-17,1377.1068450831
2013-04-18,1390.7970553004
2013-04-19,1404.2795222966
2013-04-20,1404.4943820225
2013-04-21,1404.4943820225
2013-04-22,1419.3218779095
2013-04-23,1411.0376454154
2013-04-24,1422.5360141153
2013-04-25,1446.7118831916
2013-04-26,1442.4736573899
2013-04-27,1432.664756447
2013-04-28,1432.664756447
2013-04-29,1452.3602723441
2013-04-30,1452.6216709196
2013-05-01,1439.2187020566
2013-05-02,1446.4686634234
2013-05-03,1447.7509802665
2013-05-04,1436.7816091954
2013-05-05,1436.7816091954
2013-05-06,1447.3272934331
2013-05-07,1436.2932300532
2013-05-08,1449.7935410514
2013-05-09,1439.5309126022
2013-05-10,1433.5199077763
2013-05-11,1426.5335235378
2013-05-12,1426.5335235378
2013-05-13,1422.2888070282
2013-05-14,1419.4045225316
2013-05-15,1396.4912508287
2013-05-16,1392.9761568048
2013-05-17,1374.8869102307
2013-05-18,1383.1258644537
2013-05-19,1383.1258644537
2013-05-20,1398.2492145331
2013-05-21,1384.3767982754
2013-05-22,1380.766837629
2013-05-23,1395.9576417982
2013-05-24,1392.9289949196
2013-05-25,1396.6480446927
2013-05-26,1396.6480446927
2013-05-27,1398.46053929
2013-05-28,1387.1443912577
2013-05-29,1399.1502038579
2013-05-30,1410.046843587
2013-05-31,1393.2152374174
2013-06-01,1396.6480446927
2013-06-02,1396.6480446927
2013-06-03,1408.0097939715
2013-06-04,1402.6715353072
2013-06-05,1403.9291334044
2013-06-06,1410.0136596165
2013-06-07,1391.0780433827
2013-06-08,1394.70013947
2013-06-09,1394.70013947
2013-06-10,1393.2152374174
2013-06-11,1386.854565625
2013-06-12,1392.3891262622
2013-06-13,1392.8919347069
2013-06-14,1395.7896723746
2013-06-15,1398.6013986014
2013-06-16,1398.6013986014
2013-06-17,1391.2329394703
2013-06-18,1380.5122579679
2013-06-19,1368.3869469919
2013-06-20,1360.6390783105
2013-06-21,1367.8900877767
2013-06-22,1406.4697609001
2013-06-23,1406.4697609001
2013-06-24,1362.111146373
2013-06-25,1360.3931698291
2013-06-26,1340.3827765517
2013-06-27,1330.0942923284
2013-06-28,1343.5214470609
2013-06-29,1234.5679012346
2013-06-30,1239.1573729864
2013-07-01,1254.0694527047
2013-07-02,1244.013898996
2013-07-03,1253.5312370051
2013-07-04,1248.6895335595
2013-07-05,1223.7633880184
2013-07-06,1223.9902080783
2013-07-07,1226.9938650307
2013-07-08,1236.0259546148
2013-07-09,1250.6549838634
2013-07-10,1275.8548643574
2013-07-11,1286.2299345016
2013-07-12,1284.9945025193
2013-07-13,1285.3470437018
2013-07-14,1293.6610608021
2013-07-15,1284.2260773228
2013-07-16,1290.8779086817
2013-07-17,1276.555605903
2013-07-18,1285.0612354204
2013-07-19,1296.5909612918
2013-07-20,1297.0168612192
2013-07-21,1314.0604467806
2013-07-22,1333.8450467815
2013-07-23,1345.2187685038
2013-07-24,1320.8992920898
2013-07-25,1334.4216067548
2013-07-26,1333.3188885759
2013-07-27,1333.3333333333
2013-07-28,1335.1134846462
2013-07-29,1326.5032086958
2013-07-30,1326.4032669844
2013-07-31,1325.0009120617
2013-08-01,1305.4629587935
2013-08-02,1312.2925000022
2013-08-03,1312.6891092748
2013-08-04,1312.7494223903
2013-08-05,1303.6509382177
2013-08-06,1281.9179192051
2013-08-07,1286.0378543274
2013-08-08,1313.0254048732
2013-08-09,1314.1093689424
2013-08-10,1314.1640602413
2013-08-11,1324.29282763
2013-08-12,1336.3917898296
2013-08-13,1321.8013747816
2013-08-14,1337.1404451938
2013-08-15,1374.3842582014
2013-08-16,1382.2559061265
2013-08-17,1385.5117041101
2013-08-18,1384.7442723515
2013-08-19,1374.5747261378
2013-08-20,1377.7898917992
2013-08-21,1374.4484077087
2013-08-22,1382.9691360637
2013-08-23,1399.0365498338
2013-08-24,1400.3837051352
2013-08-25,1402.4360313865
2013-08-26,1404.2919893497
2013-08-27,1413.8307348979
2013-08-28,1413.982027176
2013-08-29,1406.8266375522
2013-08-30,1397.6686522098
2013-08-31,1398.6600836399
2013-09-01,1389.1107607465
2013-09-02,1395.8026936785
2013-09-03,1410.7056906058
2013-09-04,1394.8233696829
2013-09-05,1375.2483059791
2013-09-06,1393.7253385273
2013-09-07,1395.1574086346
2013-09-08,1394.3209308487
2013-09-09,1391.8453823921
2013-09-10,1373.8853815215
2013-09-11,1374.7597945949
2013-09-12,1323.0332383407
2013-09-13,1326.2423752114
2013-09-14,1326.2335629928
2013-09-15,1333.4755707275
2013-09-16,1312.532052355
2013-09-17,1308.7585718857
2013-09-18,1372.1325462481
2013-09-19,1375.2899024348
2013-09-20,1342.5806246172
2013-09-21,1351.552257768
2013-09-22,1351.2052751054
2013-09-23,1322.265705434
2013-09-24,1323.6371248732
2013-09-25,1333.3551560653
2013-09-26,1322.8641959009
2013-09-27,1335.6035603653
2013-09-28,1335.5503469092
2013-09-29,1337.2112459466
2013-09-30,1328.6661265891
2013-10-01,1288.9139094957
2013-10-02,1315.4926128582
2013-10-03,1316.1010596039
2013-10-04,1310.7541598742
2013-10-05,1310.7362405463
2013-10-06,1312.5254301802
2013-10-07,1322.1997519239
2013-10-08,1319.0856364127
2013-10-09,1306.0109866462
2013-10-10,1286.7942342877
2013-10-11,1272.3722723419
2013-10-12,1272.2484446763
2013-10-13,1273.7393165115
2013-10-14,1273.5092118653
2013-10-15,1279.4846301887
2013-10-16,1281.4345402352
2013-10-17,1319.2273419442
2013-10-18,1315.8513413876
2013-10-19,1315.9020179357
2013-10-20,1315.4173490394
2013-10-21,1315.3940931862
2013-10-22,1340.5686021079
2013-10-23,1331.5417750626
2013-10-24,1359.3641847159
2013-10-25,1363.6628700252
2013-10-26,1369.7035276714
2013-10-27,1369.8536311395
2013-10-28,1363.8661508588
2013-10-29,1357.3129653444
2013-10-30,1355.7293809184
2013-10-31,1322.9733563657
2013-11-01,1315.5029133735
2013-11-02,1315.8847021824
2013-11-03,1315.9020179357
2013-11-04,1313.9012811494
2013-11-05,1310.6375616085
2013-11-06,1317.6814734699
2013-11-07,1307.3666440071
2013-11-08,1288.3454038488
2013-11-09,1288.6182790503
2013-11-10,1288.634884635
2013-11-11,1282.2690528416
2013-11-12,1267.279262121
2013-11-13,1280.9185389808
2013-11-14,1288.1647026811
2013-11-15,1290.0794536814
2013-11-16,1290.2892828572
2013-11-17,1290.347555114
2013-11-18,1274.7137363171
2013-11-19,1277.3865060015
2013-11-20,1243.2446846527
2013-11-21,1241.0817170812
2013-11-22,1243.2647676885
2013-11-23,1243.4021970917
2013-11-24,1242.5910508593
2013-11-25,1251.7377790856
2013-11-26,1242.4727082516
2013-11-27,1237.4222726657
2013-11-28,1242.7064123391
2013-11-29,1252.5267512591
2013-11-30,1252.795299512
2013-12-01,1251.6271152498
2013-12-02,1219.536671102
2013-12-03,1223.6154555442
2013-12-04,1243.5442775932
2013-12-05,1223.3048283049
2013-12-06,1229.2698363762
2013-12-07,1229.7854024473
2013-12-08,1229.7854024473
2013-12-09,1240.5421206453
2013-12-10,1261.7111214099
2013-12-11,1249.5070007063
2013-12-12,1225.0795628903
2013-12-13,1238.627869967
2013-12-14,1239.0422203637
2013-12-15,1239.0345442831
2013-12-16,1241.3110362911
2013-12-17,1231.1214658694
2013-12-18,1219.0492095549
2013-12-19,1188.095899106
2013-12-20,1203.1068914559
2013-12-21,1203.3404731535
2013-12-22,1203.3259930448
2013-12-23,1198.8827704873
2013-12-24,1204.3086316507
2013-12-25,1203.5244295587
2013-12-26,1209.6962341578
2013-12-27,1212.2968310741
2013-12-28,1212.0404094273
2013-12-29,1212.0183741986
2013-12-30,1196.2245233682
2013-12-31,1203.0814079769
2014-01-01,1209.0066908899
2014-01-02,1224.0884987944
2014-01-03,1237.0283305522
2014-01-04,1237.4629534528
2014-01-05,1237.6007871141
2014-01-06,1237.6227193619
2014-01-07,1231.6259582863
2014-01-08,1225.668604718
2014-01-09,1227.3248723161
2014-01-10,1247.8694758196
2014-01-11,1248.4550368918
2014-01-12,1248.4862104698
2014-01-13,1253.1399601875
2014-01-14,1244.0131923419
2014-01-15,1242.031289428
2014-01-16,1242.9987282708
2014-01-17,1255.4484041743
2014-01-18,1256.5102939606
2014-01-19,1256.5102939606
2014-01-20,1254.1996892792
2014-01-21,1240.7715782285
2014-01-22,1236.1862567759
2014-01-23,1264.195580105
2014-01-24,1269.0754302711
2014-01-25,1269.2932575142
2014-01-26,1269.2932575142
2014-01-27,1256.4559925529
2014-01-28,1256.0966235231
2014-01-29,1267.7783912491
2014-01-30,1243.5163808978
2014-01-31,1244.4867811528
2014-02-01,1245.1361867704
2014-02-02,1245.0664242937
2014-02-03,1257.5197638022
2014-02-04,1253.5791656032
2014-02-05,1256.9639292413
2014-02-06,1257.6399370494
2014-02-07,1267.1178623889
2014-02-08,1267.3869649251
2014-02-09,1267.3709024315
2014-02-10,1275.2224527742
2014-02-11,1291.6239602955
2014-02-12,1291.4227078855
2014-02-13,1302.2742509994
2014-02-14,1318.9087979801
2014-02-15,1319.1132920451
2014-02-16,1319.1393934597
2014-02-17,1328.3009574918
2014-02-18,1320.9178785003
2014-02-19,1310.930769273
2014-02-20,1323.5812164566
2014-02-21,1324.2564759629
2014-02-22,1324.8805951364
2014-02-23,1325.9521994232
2014-02-24,1336.7393506215
2014-02-25,1340.458198414
2014-02-26,1330.1090418635
2014-02-27,1330.4589896319
2014-02-28,1326.126708699
2014-03-01,1326.2951271917
2014-03-02,1326.6382323872
2014-03-03,1362.0504089614
2014-03-04,1351.9333381206
2014-03-05,1351.5841878021
2014-03-06,1362.2648554911
2014-03-07,1339.2903757308
2014-03-08,1339.0107388661
2014-03-09,1340.3927350714
2014-03-10,1339.7446711668
2014-03-11,1349.4044052731
2014-03-12,1366.3418938833
2014-03-13,1371.0886446931
2014-03-14,1387.7355533489
2014-03-15,1390.7528840738
2014-03-16,1393.0874998259
2014-03-17,1374.92181263
2014-03-18,1356.4355617553
2014-03-19,1329.0419292504
2014-03-20,1329.3014578267
2014-03-21,1333.7607857642
2014-03-22,1333.6711967032
2014-03-23,1331.5401925407
2014-03-24,1309.0136550325
2014-03-25,1310.6489307208
2014-03-26,1304.6534498938
2014-03-27,1291.773035142
2014-03-28,1293.8695916924
2014-03-29,1294.0544667525
2014-03-30,1296.991627919
2014-03-31,1284.7170037873
2014-04-01,1278.613871397
2014-04-02,1290.0779630701
2014-04-03,1286.9677314291
2014-04-04,1303.1815501448
2014-04-05,1303.7129745515
2014-04-06,1302.0833333333
2014-04-07,1297.5996736305
2014-04-08,1308.7249845353
2014-04-09,1312.0926834684
2014-04-10,1317.9955904826
2014-04-11,1318.6913976896
2014-04-12,1319.052392761
2014-04-13,1326.6822330715
2014-04-14,1327.2979952792
2014-04-15,1302.1310555941
2014-04-16,1302.2510502612
2014-04-17,1294.9238444226
2014-04-18,1294.6008275612
2014-04-19,1295.0767656753
2014-04-20,1293.7029011288
2014-04-21,1289.1580009124
2014-04-22,1283.5140345357
2014-04-23,1283.5942877494
2014-04-24,1293.5206767399
2014-04-25,1303.3765504237
2014-04-26,1303.6449913959
2014-04-27,1303.8489621362
2014-04-28,1296.4881981348
2014-04-29,1295.6126669466
2014-04-30,1290.8337068933
2014-05-01,1283.7268939117
2014-05-02,1300.0873308908
2014-05-03,1292.2400982102
2014-05-04,1300.7284079084
2014-05-05,1310.140785491
2014-05-06,1307.3276657741
2014-05-07,1289.7892995121
2014-05-08,1289.9368811568
2014-05-09,1288.7608134772
2014-05-10,1288.7262230012
2014-05-11,1285.4296548621
2014-05-12,1295.4475799792
2014-05-13,1293.4598451548
2014-05-14,1305.3390182987
2014-05-15,1296.5488377667
2014-05-16,1292.6123803287
2014-05-17,1292.3737027799
2014-05-18,1291.8644834157
2014-05-19,1293.0290384529
2014-05-20,1294.6676586452
2014-05-21,1290.4538934044
2014-05-22,1293.6687310565
2014-05-23,1293.13769971
2014-05-24,1293.4017111705
2014-05-25,1292.2901966866
2014-05-26,1292.1784530994
2014-05-27,1263.907605006
2014-05-28,1259.004977799
2014-05-29,1256.0331539187
2014-05-30,1250.4383601172
2014-05-31,1250.3125781445
2014-06-01,1248.5017978426
2014-06-02,1243.8953137704
2014-06-03,1244.8756230477
2014-06-04,1243.5466685294
2014-06-05,1253.2480390834
2014-06-06,1252.847439509
2014-06-07,1253.1563876514
2014-06-08,1252.913022778
2014-06-09,1252.5363461538
2014-06-10,1259.9153915213
2014-06-11,1260.7480606241
2014-06-12,1273.4514816227
2014-06-13,1276.8988925732
2014-06-14,1277.0984323617
2014-06-15,1277.2452374718
2014-06-16,1271.8155664637
2014-06-17,1270.936311792
2014-06-18,1277.3355856212
2014-06-19,1320.4469605601
2014-06-20,1314.2736106977
2014-06-21,1314.2504172745
2014-06-22,1314.0604467806
2014-06-23,1316.4267569389
2014-06-24,1317.6586551358
2014-06-25,1318.2177037037
2014-06-26,1316.4039820397
2014-06-27,1315.6030142395
2014-06-28,1315.8847021824
2014-06-29,1315.6509841069
2014-06-30,1326.6108827445
2014-07-01,1326.1623659454
2014-07-02,1326.7056968757
2014-07-03,1319.4419143468
2014-07-04,1320.6102440245
2014-07-05,1320.890544405
2014-07-06,1317.7834881729
2014-07-07,1319.4997599253
2014-07-08,1318.9943406173
2014-07-09,1327.1955686694
2014-07-10,1336.0828229892
2014-07-11,1338.4052710049
2014-07-12,1338.688085676
2014-07-13,1338.661204929
2014-07-14,1307.1128723604
2014-07-15,1294.873959546
2014-07-16,1298.8137557362
2014-07-17,1319.6741077964
2014-07-18,1310.6531329381
2014-07-19,1301.7273922495
2014-07-20,1300.7030299877
2014-07-21,1312.0355659224
2014-07-22,1307.1719192508
2014-07-23,1303.9649866087
2014-07-24,1293.3625640164
2014-07-25,1307.3953312982
2014-07-26,1307.198086262
2014-07-27,1307.0613992092
2014-07-28,1303.9809841451
2014-07-29,1299.4288240698
2014-07-30,1296.2212504444
2014-07-31,1283.2048257682
2014-08-01,1293.6574418402
2014-08-02,1293.6861646733
2014-08-03,1293.5690216091
2014-08-04,1288.4143948418
2014-08-05,1288.3364515933
2014-08-06,1306.6585397771
2014-08-07,1312.6008729573
2014-08-08,1309.1612331608
2014-08-09,1309.0718680456
2014-08-10,1310.7963743372
2014-08-11,1307.543048954
2014-08-12,1310.8465957043
2014-08-13,1312.3956413409
2014-08-14,1312.5337753057
2014-08-15,1304.9879064396
2014-08-16,1305.2870652578
2014-08-17,1302.4903615713
2014-08-18,1298.1746708536
2014-08-19,1295.3659357329
2014-08-20,1291.0001454391
2014-08-21,1277.127525051
2014-08-22,1280.6645869287
2014-08-23,1280.5818964137
2014-08-24,1277.424711781
2014-08-25,1275.9277598196
2014-08-26,1280.6231299246
2014-08-27,1283.1054598823
2014-08-28,1289.9928366959
2014-08-29,1287.0794072634
2014-08-30,1287.0841109467
2014-08-31,1286.7611578277
2014-09-01,1286.953459072
2014-09-02,1266.6437259188
2014-09-03,1268.8964181473
2014-09-04,1259.9155111234
2014-09-05,1268.8494199436
2014-09-06,1268.9791697069
2014-09-07,1269.3174245549
2014-09-08,1256.9322504138
2014-09-09,1255.1532514494
2014-09-10,1249.4870270578
2014-09-11,1240.6726948855
2014-09-12,1228.5686192275
2014-09-13,1228.7880463499
2014-09-14,1228.2296298116
2014-09-15,1233.0856286405
2014-09-16,1234.7071540684
2014-09-17,1219.6568811825
2014-09-18,1225.505246396
2014-09-19,1216.2836315005
2014-09-20,1216.3304526574
2014-09-21,1215.0742106574
2014-09-22,1214.9264324998
2014-09-23,1222.6589028935
2014-09-24,1216.677215683
2014-09-25,1221.6893552918
2014-09-26,1219.1564516564
2014-09-27,1219.2296906814
2014-09-28,1216.7004301036
2014-09-29,1215.3778726911
2014-09-30,1209.0593486846
2014-10-01,1213.4757284198
2014-10-02,1214.3052605861
2014-10-03,1190.7067199518
2014-10-04,1190.7100799562
2014-10-05,1184.7428811762
